Activity ID,Activity Status,WBS Code,At Completion Duration(d),Activity Name,Start,Finish,(*)Free Float(d),Total Float,Predecessors,Predecessor Details,Successors,Successor Details,Primary Constraint,Activity Type,Duration Type,Delete This Row
A32770,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,5,Zone 1 AHU BMS Panel Placement (x4),17/11/2023 08:00,23/11/2023 17:00,40,37,"A29430, A32060, A5510","A29430: FF, A32060: FS -4, A5510: FF","A40290, A34210","A40290: FS, A34210: FS",,Task Dependent,Fixed Duration and Units/Time,
A32760,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,0,Zone 1 AHU Assembly & Testing (x4),,22/11/2023 17:00,30,29,A32050,A32050: FF,"A32780, A32790","A32780: FS, A32790: FS",,Finish Milestone,Fixed Duration and Units/Time,
A32780,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,5,Zone 1 AHU Piping Hook Ups and Testing to AHU,18/01/2024 08:00,24/01/2024 17:00,0,-1,"A32540, A32760","A32540: FS, A32760: FS","A32800, A34260","A32800: FS, A34260: FS",,Task Dependent,Fixed Duration & Units,
A32790,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,5,Zone 1 AHU Ducting Hook Up and testing to AHU,18/01/2024 08:00,24/01/2024 17:00,0,11,"A32760, A32540","A32760: FS, A32540: FS",A32800,A32800: FS,,Task Dependent,Fixed Duration & Units,
A32800,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,2,Zone 1 AHU Instrument Installations,25/01/2024 08:00,26/01/2024 17:00,0,11,"A32780, A32790","A32780: FS, A32790: FS","A34180, A32810","A34180: FS, A32810: FS",,Task Dependent,Fixed Duration & Units,
A32810,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,10,Zone 1 AHU Cabling and containment to AHU and associated components,29/01/2024 08:00,09/02/2024 17:00,0,51,A32800,A32800: FS,A32820,A32820: FS,,Task Dependent,Fixed Duration & Units,
A32820,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,10,Zone 1 AHU Electrical Terminations and Testing,12/02/2024 08:00,23/02/2024 17:00,0,51,A32810,A32810: FS,A32840,A32840: FF,,Task Dependent,Fixed Duration & Units,
A32840,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.1,0,Zone 1 AHU CC,,23/02/2024 17:00,0,51,A32820,A32820: FF,"A34160, A7550","A34160: FF, A7550: FS",,Finish Milestone,Fixed Duration and Units/Time,
A33480,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,0,Zone 3 AHU Assembly & Testing (x4),24/01/2024 08:00,24/01/2024 08:00,0,-3,A32650,A32650: FS,"A33500, A33510","A33500: FS, A33510: FS",,Task Dependent,Fixed Duration and Units/Time,
A33500,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,2,Zone 3 AHU Piping Hook Ups and Testing to AHU,24/01/2024 08:00,25/01/2024 17:00,0,-3,"A32650, A33480","A32650: FS, A33480: FS","A33560, A7560, A34260","A33560: FF, A7560: FS, A34260: FS",,Task Dependent,Fixed Duration & Units,
A33510,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,3,Zone 3 AHU Ducting Hook Up and testing to AHU,24/01/2024 08:00,26/01/2024 17:00,8,11,"A32650, A33480","A32650: FS, A33480: FS",A33560,A33560: FF,,Task Dependent,Fixed Duration & Units,
A33490,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,0,Zone 3 AHU BMS Panel Placement (x4),25/01/2024 08:00,25/01/2024 08:00,0,3,"A32660, A5510","A32660: FF -4, A5510: FS","A40290, A33520, A34210","A40290: FS, A33520: FS, A34210: FS",,Task Dependent,Fixed Duration and Units/Time,
A33520,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,2,Zone 3 AHU Instrument Installations,25/01/2024 08:00,26/01/2024 17:00,0,3,A33490,A33490: FS,"A34180, A33530","A34180: FS, A33530: FS",,Task Dependent,Fixed Duration & Units,
A33530,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,4,Zone 3 AHU Cabling and containment to AHU and associated components,29/01/2024 08:00,01/02/2024 17:00,0,3,A33520,A33520: FS,A33540,A33540: FS,,Task Dependent,Fixed Duration & Units,
A33540,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,4,Zone 3 AHU Electrical Terminations and Testing,02/02/2024 08:00,07/02/2024 17:00,0,3,A33530,A33530: FS,A33560,A33560: FF,,Task Dependent,Fixed Duration & Units,
A33560,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.11,0,Zone 3 AHU CC,,07/02/2024 17:00,0,3,"A33540, A33500, A33510","A33540: FF, A33500: FF, A33510: FF","A34160, A34280","A34160: FF, A34280: FS",,Finish Milestone,Fixed Duration and Units/Time,
A33390,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,0,Zone 4 AHU Assembly & Testing (x2),,24/01/2024 17:00,0,3,A32450,A32450: FS,"A33410, A33420","A33410: FS, A33420: FS",,Finish Milestone,Fixed Duration and Units/Time,
A33410,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,5,Zone 4 AHU Piping Hook Ups and Testing to AHU,25/01/2024 08:00,31/01/2024 17:00,1,3,A33390,A33390: FS,A33430,A33430: FS,,Task Dependent,Fixed Duration & Units,
A33420,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,5,Zone 4 AHU Ducting Hook Up and testing to AHU,25/01/2024 08:00,31/01/2024 17:00,1,3,A33390,A33390: FS,A33430,A33430: FS,,Task Dependent,Fixed Duration & Units,
A33400,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,5,Zone 4 AHU BMS Panel Placement (x2),26/01/2024 08:00,01/02/2024 17:00,0,-3,"A32460, A5510","A32460: FS -4, A5510: FF","A40290, A33430, A34210","A40290: FS, A33430: FS, A34210: FS",,Task Dependent,Fixed Duration and Units/Time,
A33430,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,5,Zone 4 AHU Instrument Installations,02/02/2024 08:00,08/02/2024 17:00,0,2,"A33400, A33420, A33410","A33400: FS, A33420: FS, A33410: FS","A34180, A33440","A34180: FS, A33440: FS",,Task Dependent,Fixed Duration & Units,
A33440,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,5,Zone 4 AHU Cabling and containment to AHU and associated components,09/02/2024 08:00,15/02/2024 17:00,0,51,A33430,A33430: FS,A33450,A33450: FS,,Task Dependent,Fixed Duration & Units,
A33450,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,6,Zone 4 AHU Electrical Terminations and Testing,16/02/2024 08:00,23/02/2024 17:00,0,51,A33440,A33440: FS,A33470,A33470: FF,,Task Dependent,Fixed Duration & Units,
A33470,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.13,0,Zone 4 AHU CC,,23/02/2024 17:00,0,51,A33450,A33450: FF,"A34160, A34290","A34160: FF, A34290: FS",,Finish Milestone,Fixed Duration and Units/Time,
A33040,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,5,Zone 2 AHU BMS Panel Placement (x8),22/11/2023 08:00,29/11/2023 08:00,37,34,"A32260, A5510","A32260: FF -4, A5510: FF","A40290, A34210","A40290: FS, A34210: FS",,Task Dependent,Fixed Duration and Units/Time,
A33030,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,0,Zone 2 AHU Assembly & Testing (x8),,04/12/2023 17:00,25,16,A32250,A32250: FF,"A33050, A33060","A33050: FS, A33060: FS",,Finish Milestone,Fixed Duration and Units/Time,
A33050,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,10,Zone 2 AHU Piping Hook Ups and Testing to AHU,23/01/2024 08:00,05/02/2024 17:00,0,-9,"A32250, A32750, A33030","A32250: FS, A32750: FS, A33030: FS","A33070, A34260","A33070: FS, A34260: FS",,Task Dependent,Fixed Duration & Units,
A33060,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,15,Zone 2 AHU Ducting Hook Up and testing to AHU,23/01/2024 08:00,12/02/2024 17:00,0,-4,"A32250, A32750, A33030","A32250: FS, A32750: FS, A33030: FS",A33070,A33070: FS,,Task Dependent,Fixed Duration & Units,
A33070,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,4,Zone 2 AHU Instrument Installations,13/02/2024 08:00,16/02/2024 17:00,0,-4,"A33050, A33060","A33050: FS, A33060: FS","A34180, A33080","A34180: FS, A33080: FS",,Task Dependent,Fixed Duration & Units,
A33080,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,10,Zone 2 AHU Cabling and containment to AHU and associated components,19/02/2024 08:00,01/03/2024 17:00,0,38,A33070,A33070: FS,A33090,A33090: FS,,Task Dependent,Fixed Duration & Units,
A33090,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,8,Zone 2 AHU Electrical Terminations and Testing,04/03/2024 08:00,13/03/2024 17:00,0,38,A33080,A33080: FS,A33110,A33110: FF,,Task Dependent,Fixed Duration & Units,
A33110,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 3.5.7,0,Zone 2 AHU CC,,13/03/2024 17:00,0,38,A33090,A33090: FF,"A34160, A34270","A34160: FF, A34270: FS",,Finish Milestone,Fixed Duration and Units/Time,
A40440,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 4,5,Level 4 Limited shutdown OOH (FELD 2 to HVAC board),29/09/2023 08:00,05/10/2023 17:00,207,207,,,,,Start On or After,Task Dependent,Fixed Duration & Units,
A40450,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 4,5,Level 4 Shutdown FELD 2 to FELD 5 + 6,29/09/2023 08:00,05/10/2023 17:00,207,207,,,,,Start On or After,Task Dependent,Fixed Duration & Units,
A4780,Completed,Hercules_15082023-6.DESIGN.3D,6,3D model 30%,02/11/2022 08:00,09/11/2022 16:00,,,A1000,A1000: SS,A4790,A4790: FS,,Task Dependent,Fixed Duration & Units,
A4790,Completed,Hercules_15082023-6.DESIGN.3D,49,3D model 60%,10/11/2022 08:00,31/01/2023 16:00,,,A4780,A4780: FS,A4800,A4800: FS,,Task Dependent,Fixed Duration & Units,
A4800,Completed,Hercules_15082023-6.DESIGN.3D,25,3D model 90%,01/02/2023 08:00,07/03/2023 16:00,,,A4790,A4790: FS,,,,Task Dependent,Fixed Duration & Units,
A29310,In Progress,Hercules_15082023-6.DESIGN.DD,176,Detailed Design - GMS,05/12/2022 08:00,29/08/2023 08:00,0,2,A21880,A21880: FS,"A18570, A21890","A18570: FS, A21890: FS",,Task Dependent,Fixed Duration & Units,
A29330,Completed,Hercules_15082023-6.DESIGN.DD,4,Detailed Design - Structural (for Enabling Works package),26/05/2023 08:00,01/06/2023 17:00,,,"A28290, A31120","A28290: FS, A31120: FS",A28300,A28300: FF,,Task Dependent,Fixed Duration & Units,
A7520,Not Started,Hercules_15082023-6.DESIGN.DD,0,Detailed Design - Cleanrooms,29/08/2023 08:00,29/08/2023 08:00,0,14,"A18210, A31090","A18210: FS, A31090: FS",A29360,A29360: FS,,Task Dependent,Fixed Duration & Units,
A29250,Not Started,Hercules_15082023-6.DESIGN.DD,0,Detailed Design - HVAC,29/08/2023 08:00,29/08/2023 08:00,0,24,"A18380, A31140","A18380: FS, A31140: FS",A19050,A19050: FS,,Task Dependent,Fixed Duration & Units,
A29260,Not Started,Hercules_15082023-6.DESIGN.DD,0,Detailed Design - Clean Utilities Pipework,29/08/2023 08:00,29/08/2023 08:00,0,14,"A18270, A31130","A18270: FS, A31130: FS",A18280,A18280: FS,,Task Dependent,Fixed Duration & Units,
A29270,Not Started,Hercules_15082023-6.DESIGN.DD,0,Detailed Design - E&I (Install),29/08/2023 08:00,29/08/2023 08:00,0,28,"A18430, A31170","A18430: FS, A31170: FS",A29410,A29410: FS,,Task Dependent,Fixed Duration & Units,
A29320,Not Started,Hercules_15082023-6.DESIGN.DD,0,Detailed Design - Architectural Fit-Out,29/08/2023 08:00,29/08/2023 08:00,0,11,"A18150, A31100","A18150: FS, A31100: FS",A29370,A29370: FS,,Task Dependent,Fixed Duration & Units,
A29350,Not Started,Hercules_15082023-6.DESIGN.DD,0,Detailed Design - BMS,29/08/2023 08:00,29/08/2023 08:00,0,40,A18560,A18560: FS,"A18570, A29430","A18570: FS, A29430: FS",,Task Dependent,Fixed Duration & Units,
A29380,Not Started,Hercules_15082023-6.DESIGN.DD,0,Detailed Design - Plant Utilities Pipework,29/08/2023 08:00,29/08/2023 08:00,0,14,"A18330, A31150","A18330: FS, A31150: FS",A19060,A19060: FS,,Task Dependent,Fixed Duration & Units,
A29340,Not Started,Hercules_15082023-6.DESIGN.DD,20,Detailed Design - Sprinklers Fire Protection System,29/08/2023 08:00,25/09/2023 17:00,0,215,A28350,A28350: FS,A28360,A28360: FS,,Task Dependent,Fixed Duration & Units,
A29300,Not Started,Hercules_15082023-6.DESIGN.DD,20,Detailed Design - EMS/DLS system integration,06/10/2023 08:00,02/11/2023 17:00,0,2,A29230,A29230: FS,A29420,A29420: FS,,Task Dependent,Fixed Duration & Units,
A31090,Completed,Hercules_15082023-6.DESIGN.IFC,54,IFC Cleanrooms,22/12/2022 08:00,22/03/2023 08:00,,,A31020,A31020: FS,"A7520, A4770","A7520: FS, A4770: FF",,Task Dependent,Fixed Duration & Units,
A33570,Completed,Hercules_15082023-6.DESIGN.IFC,69,IFC Sprinklers,02/01/2023 08:00,17/04/2023 16:00,,,A31000,A31000: FS,A4770,A4770: FF,,Task Dependent,Fixed Duration & Units,
A31100,Completed,Hercules_15082023-6.DESIGN.IFC,46,IFC Architectural Fit - Out & Builders work,17/01/2023 08:00,22/03/2023 08:00,,,A31010,A31010: FS,"A29320, A4770","A29320: FS, A4770: FF",,Task Dependent,Fixed Duration & Units,
A31130,Completed,Hercules_15082023-6.DESIGN.IFC,32,IFC Clean Utilities,06/02/2023 08:00,22/03/2023 08:00,,,A30970,A30970: FS,"A29260, A4770","A29260: FS, A4770: FF",,Task Dependent,Fixed Duration & Units,
A31120,Completed,Hercules_15082023-6.DESIGN.IFC,26,IFC Structural,07/02/2023 08:00,15/03/2023 08:00,,,A4830,A4830: FS,"A29330, A4770","A29330: FS, A4770: FF",,Task Dependent,Fixed Duration & Units,
A31150,Completed,Hercules_15082023-6.DESIGN.IFC,34,IFC Plant Utilities,21/02/2023 08:00,11/04/2023 16:00,,,A31040,A31040: FS,"A29380, A4770","A29380: FS, A4770: FF",,Task Dependent,Fixed Duration & Units,
A33580,Completed,Hercules_15082023-6.DESIGN.IFC,45,IFC BMS,21/02/2023 08:00,26/04/2023 16:00,,,,,,,,Task Dependent,Fixed Duration & Units,
A31140,Completed,Hercules_15082023-6.DESIGN.IFC,45,IFC HVAC,21/02/2023 08:00,26/04/2023 16:00,,,A31030,A31030: FS,"A29250, A4770","A29250: FS, A4770: FF",,Task Dependent,Fixed Duration & Units,
A31170,Completed,Hercules_15082023-6.DESIGN.IFC,21,IFC E&I (Install),24/02/2023 08:00,27/03/2023 08:00,,,A30980,A30980: FS,"A29270, A4770","A29270: FS, A4770: FF",,Task Dependent,Fixed Duration & Units,
A30990,Completed,Hercules_15082023-6.DESIGN.IFT,0,IFT Automation (EMS / DLS),21/12/2022 00:00,21/12/2022 08:00,,,A1000,A1000: SS,A29190,A29190: FS,,Task Dependent,Fixed Duration & Units,
A31000,Completed,Hercules_15082023-6.DESIGN.IFT,0,IFT Sprinklers,21/12/2022 00:00,21/12/2022 08:00,,,A1000,A1000: SS,"A28310, A33570","A28310: FS, A33570: FS",,Task Dependent,Fixed Duration & Units,
A31020,Completed,Hercules_15082023-6.DESIGN.IFT,0,IFT Cleanrooms,21/12/2022 00:00,21/12/2022 08:00,,,A1000,A1000: SS,"A18170, A31090","A18170: FS, A31090: FS",,Task Dependent,Fixed Duration & Units,
A31010,Completed,Hercules_15082023-6.DESIGN.IFT,8,IFT Architectural Fit - Out & Builders work,21/12/2022 00:00,16/01/2023 08:00,,,A1000,A1000: SS,"A18110, A31100","A18110: FS, A31100: FS",,Task Dependent,Fixed Duration & Units,
A31060,Completed,Hercules_15082023-6.DESIGN.IFT,13,IFT GMS,21/12/2022 00:00,23/01/2023 08:00,,,A1000,A1000: SS,A21840,A21840: FS,,Task Dependent,Fixed Duration & Units,
A4830,Completed,Hercules_15082023-6.DESIGN.IFT,23,IFT Structural,21/12/2022 00:00,06/02/2023 08:00,,,A1000,A1000: SS,"A4840, A31120","A4840: FF, A31120: FS",,Task Dependent,Fixed Duration & Units,
A30970,Completed,Hercules_15082023-6.DESIGN.IFT,23,IFT Clean Utilities,21/12/2022 00:00,06/02/2023 08:00,,,A1000,A1000: SS,"A18230, A31130","A18230: FS, A31130: FS",,Task Dependent,Fixed Duration & Units,
A31030,Completed,Hercules_15082023-6.DESIGN.IFT,33,IFT HVAC,21/12/2022 00:00,20/02/2023 08:00,,,A1000,A1000: SS,"A18340, A31140","A18340: FS, A31140: FS",,Task Dependent,Fixed Duration & Units,
A31040,Completed,Hercules_15082023-6.DESIGN.IFT,33,IFT Plant Utilities,21/12/2022 00:00,20/02/2023 08:00,,,A1000,A1000: SS,"A18290, A31150","A18290: FS, A31150: FS",,Task Dependent,Fixed Duration & Units,
A31050,Completed,Hercules_15082023-6.DESIGN.IFT,33,IFT BMS,21/12/2022 00:00,20/02/2023 08:00,,,A1000,A1000: SS,A18520,A18520: FS,,Task Dependent,Fixed Duration & Units,
A30980,Completed,Hercules_15082023-6.DESIGN.IFT,36,IFT E&I (Install),21/12/2022 00:00,23/02/2023 08:00,,,A1000,A1000: SS,"A18390, A31170","A18390: FS, A31170: FS",,Task Dependent,Fixed Duration & Units,
A1000,Completed,Hercules_15082023-6.MILESTONES,0,Project start,01/11/2022 08:00,,,,,,"A4780, A4830, A4850, A30970, A30980, A30990, A31000, A31010, A31020, A31030, A31040, A31050, A31060","A4780: SS, A4830: SS, A4850: SS, A30970: SS, A30980: SS, A30990: SS, A31000: SS, A31010: SS, A31020: SS, A31030: SS, A31040: SS, A31050: SS, A31060: SS",,Start Milestone,Fixed Duration and Units/Time,
A4840,Completed,Hercules_15082023-6.MILESTONES,0,IFT Complete,,28/02/2023 08:00,,,A4830,A4830: FF,,,,Finish Milestone,Fixed Duration and Units/Time,
A4770,Completed,Hercules_15082023-6.MILESTONES,0,IFC Complete,,26/04/2023 08:00,,,"A31140, A31090, A31100, A31120, A31130, A31150, A31170, A33570","A31140: FF, A31090: FF, A31100: FF, A31120: FF, A31130: FF, A31150: FF, A31170: FF, A33570: FF",,,,Finish Milestone,Fixed Duration and Units/Time,
A31370,Completed,Hercules_15082023-6.MILESTONES,1,End of Production JnJ (LVHD Unit B),08/06/2023 08:00,08/06/2023 16:00,,,,,"A31380, 3, A34300, A33590","A31380: FF, 3: FF, A34300: FS 1, A33590: FS 1",,Task Dependent,Fixed Duration and Units/Time,
A33600,Completed,Hercules_15082023-6.MILESTONES,15,Un-qualification phase of cleanrooms,26/06/2023 08:00,14/07/2023 17:00,,,"A31380, A5230","A31380: FS -4, A5230: FS -4","A34130, A34140","A34130: SS, A34140: FS",,Task Dependent,Fixed Duration and Units/Time,
A5230,Completed,Hercules_15082023-6.MILESTONES,1,End of Production JnJ (ExPEC Unit A),30/06/2023 08:00,30/06/2023 16:00,,,,,"3, A33600, A34300, A33590","3: FF, A33600: FS -4, A34300: FS 1, A33590: FS 1",,Task Dependent,Fixed Duration and Units/Time,
A31380,Completed,Hercules_15082023-6.MILESTONES,1,End of Production JnJ (Fill & Finish Unit C),30/06/2023 08:00,30/06/2023 16:00,,,A31370,A31370: FF,"3, A33600, A34300, A33590","3: FF, A33600: FS -4, A34300: FS 1, A33590: FS 1",,Task Dependent,Fixed Duration and Units/Time,
A33590,Completed,Hercules_15082023-6.MILESTONES,5,Calibration of instrumentation,03/07/2023 08:00,07/07/2023 17:00,,,"A31380, A5230, A31370","A31380: FS 1, A5230: FS 1, A31370: FS 1","A34140, 4, A34130, A34370","A34140: FS, 4: FF, A34130: FS 1, A34370: FS 1",,Task Dependent,Fixed Duration and Units/Time,
A34300,Completed,Hercules_15082023-6.MILESTONES,20,Un-qualification phase of process equipment,03/07/2023 08:00,28/07/2023 17:00,,,"A31380, A5230, A31370","A31380: FS 1, A5230: FS 1, A31370: FS 1",A1040,A1040: FS,,Task Dependent,Fixed Duration and Units/Time,
A34370,Completed,Hercules_15082023-6.MILESTONES,5,Measurement of Ventillation flows in ducts,10/07/2023 08:00,14/07/2023 17:00,,,A33590,A33590: FS 1,A33610,A33610: FF 3,,Task Dependent,Fixed Duration and Units/Time,
A34130,Completed,Hercules_15082023-6.MILESTONES,14,Un-qualification phase of clean utilities,10/07/2023 08:00,27/07/2023 17:00,,,"A33600, A33590","A33600: SS, A33590: FS 1",A1040,A1040: FS,,Task Dependent,Fixed Duration and Units/Time,
A33610,Completed,Hercules_15082023-6.MILESTONES,0,Shutdown of AHUs HVAC,,14/07/2023 17:00,,,A34370,A34370: FF 3,A34140,A34140: FS,,Finish Milestone,Fixed Duration and Units/Time,
A34140,Completed,Hercules_15082023-6.MILESTONES,0,Construction Start (Level 3 Only),04/08/2023 08:00,,,,"A7680, A33600, A33590, A33610","A7680: FS, A33600: FS, A33590: FS, A33610: FS","A5510, A31480, A31640, A31730, A31800, A31890, A31570, A40400, A40460","A5510: SS, A31480: SS, A31640: SS, A31730: SS, A31800: SS, A31890: SS, A31570: SS, A40400: SS, A40460: SS",Start On or After,Start Milestone,Fixed Duration and Units/Time,
A1040,Completed,Hercules_15082023-6.MILESTONES,0,Construction Start (Others),14/08/2023 08:00,,,,"A34130, A1030, A34300","A34130: FS, A1030: FS, A34300: FS","A3910, A4080, A4260, A4360, A4470, A4610, A4630, A4670, A4710, A4750, A6220, A6210, A6230, A6190, A6200, A6390, A6400, A6410, A6420, A6430, A6440, A6450, A6460, A6470, A6480, A6500, A6680, A6360, A6370, A6350, A6560, A6240, A6490, A6630, A6640, A6540, A6550, A6570, A6580, A6590, A6600, A6610, A6620, A6690, A6650, A6660, A6670, A6270, A6260, A6250, A6700, A6710, A6380, A6310, A6320, A6330, A6280, A6290, A6300, A6520, A6530, A6510, A6720, A1190, A7710, A1670, A1630, A2120, A1690, A1700, A1840, A1980, A2150, A2160, A2140, A2170, A2180, A2190, A2200, A1170, A1050, A2100, A1620, A1820, A2210, A2390, A2490, A2600, A2610, A2630, A2910, A3070, A3090, A3100, A3120, A3230, A3240, A3260, A3280, A3300, A3330, A3370, A3480, A3640, A3650, A3710, A3740, A3820, A4910, 20, A4900, A29570, A5080, A40400, A40410","A3910: SS, A4080: SS, A4260: SS, A4360: SS, A4470: SS, A4610: SS, A4630: SS, A4670: SS, A4710: SS, A4750: SS, A6220: SS, A6210: SS, A6230: SS, A6190: SS, A6200: SS, A6390: SS, A6400: SS, A6410: SS, A6420: SS, A6430: SS, A6440: SS, A6450: SS, A6460: SS, A6470: SS, A6480: SS, A6500: SS, A6680: SS, A6360: SS, A6370: SS, A6350: SS, A6560: SS, A6240: SS, A6490: SS, A6630: SS, A6640: SS, A6540: SS, A6550: SS, A6570: SS, A6580: SS, A6590: SS, A6600: SS, A6610: SS, A6620: SS, A6690: SS, A6650: SS, A6660: SS, A6670: SS, A6270: SS, A6260: SS, A6250: SS, A6700: SS, A6710: SS, A6380: SS, A6310: SS, A6320: SS, A6330: SS, A6280: SS, A6290: SS, A6300: SS, A6520: SS, A6530: SS, A6510: SS, A6720: SS, A1190: SS, A7710: SS, A1670: SS, A1630: SS, A2120: SS, A1690: SS, A1700: SS, A1840: SS, A1980: SS, A2150: SS, A2160: SS, A2140: SS, A2170: SS, A2180: SS, A2190: SS, A2200: SS, A1170: SS, A1050: SS, A2100: SS, A1620: SS, A1820: SS, A2210: SS, A2390: SS, A2490: SS, A2600: SS, A2610: SS, A2630: SS, A2910: SS, A3070: SS, A3090: SS, A3100: SS, A3120: SS, A3230: SS, A3240: SS, A3260: SS, A3280: SS, A3300: SS, A3330: SS, A3370: SS, A3480: SS, A3640: SS, A3650: SS, A3710: SS, A3740: SS, A3820: SS, A4910: SS -2, 20: SS, A4900: SS, A29570: SF, A5080: SS, A40400: SS, A40410: SS",,Start Milestone,Fixed Duration and Units/Time,
